,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
44961,64.0,67.0,39.0,67.0,63.0,51.0,58.0,60.0,49.0,42.0,42.0,60.0,66.0,68.0,67.0,63.0,63.0,69.0,70.0,53.0,72.0,56.0,43.0,26.0,65.0,38.0,49.0,25.0,21.0,23.0,7.0,14.0,5.0,6.0,7.0
44967,64.0,69.0,61.0,58.0,50.0,65.0,47.0,68.0,68.0,48.0,57.0,69.0,64.0,62.0,61.0,55.0,61.0,71.0,53.0,52.0,69.0,64.0,55.0,37.0,60.0,66.0,64.0,21.0,25.0,23.0,10.0,11.0,9.0,10.0,12.0
44981,71.0,72.0,74.0,67.0,51.0,70.0,61.0,81.0,73.0,65.0,56.0,78.0,78.0,76.0,83.0,68.0,77.0,76.0,65.0,55.0,46.0,66.0,51.0,42.0,64.0,60.0,60.0,43.0,42.0,42.0,6.0,14.0,13.0,10.0,14.0
45004,66.0,66.0,65.0,57.0,52.0,62.0,59.0,68.0,63.0,62.0,60.0,68.0,73.0,74.0,76.0,63.0,78.0,64.0,66.0,60.0,63.0,63.0,60.0,43.0,62.0,66.0,63.0,34.0,40.0,35.0,7.0,15.0,9.0,7.0,10.0
45026,68.0,73.0,69.0,56.0,43.0,59.0,52.0,73.0,68.0,69.0,58.0,71.0,84.0,82.0,78.0,61.0,82.0,72.0,44.0,72.0,53.0,53.0,68.0,34.0,62.0,63.0,52.0,25.0,25.0,22.0,14.0,14.0,10.0,8.0,14.0
45039,73.0,78.0,58.0,75.0,68.0,60.0,72.0,79.0,46.0,19.0,48.0,75.0,84.0,82.0,84.0,63.0,79.0,81.0,74.0,63.0,66.0,63.0,55.0,35.0,60.0,67.0,46.0,18.0,14.0,23.0,5.0,9.0,6.0,9.0,13.0
45046,67.0,79.0,70.0,32.0,68.0,66.0,28.0,67.0,32.0,37.0,67.0,69.0,68.0,71.0,56.0,54.0,58.0,33.0,66.0,78.0,64.0,35.0,72.0,56.0,63.0,66.0,45.0,65.0,68.0,70.0,9.0,6.0,12.0,9.0,9.0
45049,68.0,69.0,71.0,30.0,63.0,69.0,30.0,62.0,42.0,37.0,59.0,64.0,44.0,72.0,55.0,67.0,44.0,68.0,76.0,77.0,80.0,56.0,81.0,62.0,57.0,57.0,33.0,66.0,72.0,72.0,11.0,11.0,9.0,12.0,8.0
45063,62.0,67.0,48.0,66.0,61.0,44.0,55.0,63.0,44.0,57.0,50.0,57.0,56.0,62.0,45.0,54.0,48.0,75.0,59.0,58.0,82.0,49.0,50.0,25.0,64.0,40.0,59.0,25.0,25.0,25.0,14.0,6.0,13.0,11.0,15.0
45070,67.0,67.0,33.0,29.0,74.0,42.0,33.0,32.0,32.0,26.0,36.0,55.0,52.0,63.0,41.0,54.0,41.0,56.0,65.0,64.0,90.0,27.0,79.0,62.0,27.0,29.0,43.0,59.0,73.0,64.0,5.0,10.0,5.0,12.0,10.0
45079,77.0,77.0,78.0,77.0,80.0,77.0,75.0,73.0,64.0,51.0,70.0,75.0,65.0,70.0,70.0,84.0,61.0,81.0,75.0,90.0,75.0,76.0,73.0,65.0,84.0,77.0,87.0,65.0,70.0,63.0,8.0,6.0,16.0,11.0,7.0
45114,72.0,72.0,55.0,20.0,72.0,60.0,26.0,42.0,49.0,24.0,53.0,51.0,48.0,42.0,58.0,65.0,53.0,59.0,76.0,54.0,74.0,25.0,73.0,79.0,51.0,47.0,61.0,72.0,76.0,72.0,16.0,10.0,13.0,7.0,13.0
45139,61.0,70.0,43.0,50.0,38.0,61.0,59.0,69.0,48.0,54.0,52.0,64.0,75.0,74.0,77.0,61.0,72.0,62.0,50.0,64.0,52.0,54.0,41.0,33.0,53.0,59.0,60.0,33.0,46.0,40.0,15.0,10.0,13.0,12.0,8.0
45146,76.0,83.0,69.0,76.0,70.0,75.0,70.0,78.0,54.0,40.0,59.0,76.0,86.0,85.0,77.0,76.0,62.0,77.0,70.0,72.0,79.0,69.0,52.0,28.0,77.0,71.0,55.0,30.0,24.0,18.0,15.0,13.0,16.0,11.0,15.0
45164,69.0,69.0,47.0,31.0,61.0,67.0,41.0,56.0,41.0,35.0,69.0,64.0,65.0,65.0,63.0,76.0,73.0,59.0,70.0,73.0,75.0,32.0,77.0,65.0,32.0,65.0,38.0,66.0,74.0,65.0,11.0,11.0,7.0,7.0,12.0
45175,72.0,72.0,69.0,66.0,60.0,70.0,59.0,72.0,73.0,61.0,67.0,75.0,85.0,83.0,74.0,66.0,76.0,73.0,75.0,72.0,77.0,68.0,67.0,47.0,70.0,62.0,57.0,32.0,41.0,35.0,14.0,12.0,8.0,10.0,7.0
45201,64.0,64.0,50.0,71.0,65.0,58.0,63.0,59.0,67.0,57.0,56.0,60.0,47.0,51.0,54.0,63.0,60.0,69.0,64.0,32.0,61.0,59.0,58.0,23.0,68.0,58.0,66.0,19.0,17.0,16.0,7.0,9.0,13.0,15.0,11.0
45211,69.0,69.0,59.0,55.0,71.0,69.0,58.0,57.0,56.0,55.0,65.0,63.0,61.0,63.0,59.0,70.0,53.0,68.0,65.0,51.0,86.0,61.0,80.0,72.0,53.0,66.0,64.0,69.0,72.0,71.0,15.0,11.0,14.0,11.0,15.0
45222,69.0,69.0,73.0,64.0,51.0,70.0,66.0,74.0,75.0,70.0,66.0,75.0,71.0,74.0,81.0,57.0,70.0,65.0,53.0,55.0,57.0,66.0,58.0,43.0,61.0,65.0,77.0,44.0,42.0,33.0,15.0,15.0,14.0,5.0,12.0
45247,68.0,68.0,52.0,70.0,61.0,59.0,68.0,72.0,74.0,59.0,49.0,70.0,77.0,77.0,76.0,65.0,79.0,75.0,73.0,59.0,62.0,72.0,49.0,43.0,65.0,59.0,63.0,19.0,19.0,21.0,8.0,16.0,13.0,13.0,12.0
45273,71.0,71.0,75.0,40.0,69.0,71.0,65.0,67.0,72.0,70.0,69.0,74.0,77.0,77.0,75.0,65.0,73.0,72.0,55.0,76.0,64.0,74.0,70.0,69.0,69.0,44.0,60.0,63.0,72.0,71.0,11.0,5.0,6.0,8.0,15.0
45296,72.0,74.0,52.0,70.0,68.0,68.0,61.0,76.0,55.0,53.0,60.0,76.0,79.0,85.0,71.0,72.0,60.0,71.0,71.0,70.0,80.0,62.0,69.0,47.0,71.0,64.0,67.0,23.0,25.0,21.0,11.0,8.0,16.0,10.0,8.0
45328,63.0,72.0,33.0,26.0,63.0,65.0,35.0,63.0,37.0,37.0,53.0,66.0,74.0,77.0,73.0,56.0,75.0,56.0,64.0,66.0,67.0,31.0,76.0,63.0,37.0,53.0,41.0,68.0,65.0,66.0,9.0,15.0,6.0,15.0,7.0
45333,74.0,74.0,77.0,37.0,64.0,68.0,33.0,75.0,60.0,40.0,52.0,74.0,77.0,77.0,73.0,73.0,61.0,74.0,72.0,83.0,76.0,43.0,72.0,71.0,70.0,58.0,45.0,71.0,76.0,73.0,12.0,7.0,11.0,7.0,6.0
45358,72.0,72.0,65.0,73.0,67.0,69.0,71.0,66.0,65.0,61.0,40.0,69.0,77.0,79.0,70.0,69.0,70.0,74.0,70.0,66.0,75.0,65.0,68.0,32.0,72.0,66.0,75.0,25.0,23.0,25.0,5.0,7.0,14.0,15.0,15.0
45379,75.0,80.0,75.0,53.0,64.0,73.0,40.0,73.0,62.0,24.0,67.0,72.0,75.0,79.0,66.0,75.0,60.0,62.0,82.0,75.0,72.0,57.0,74.0,74.0,69.0,63.0,43.0,76.0,75.0,77.0,10.0,16.0,9.0,12.0,7.0
45394,69.0,69.0,34.0,69.0,75.0,60.0,70.0,63.0,57.0,45.0,33.0,68.0,63.0,66.0,64.0,66.0,58.0,71.0,80.0,64.0,90.0,65.0,65.0,30.0,69.0,59.0,69.0,29.0,34.0,21.0,6.0,6.0,10.0,5.0,11.0
45414,64.0,64.0,49.0,41.0,70.0,56.0,56.0,51.0,37.0,40.0,44.0,60.0,55.0,55.0,42.0,55.0,51.0,71.0,58.0,53.0,81.0,50.0,69.0,64.0,51.0,48.0,39.0,57.0,65.0,63.0,9.0,14.0,9.0,9.0,12.0
45440,66.0,69.0,54.0,67.0,66.0,59.0,63.0,62.0,37.0,54.0,48.0,60.0,61.0,64.0,61.0,67.0,60.0,72.0,68.0,70.0,80.0,56.0,58.0,42.0,66.0,61.0,59.0,26.0,30.0,29.0,15.0,11.0,7.0,9.0,9.0
45450,55.0,61.0,28.0,62.0,65.0,43.0,39.0,53.0,39.0,31.0,30.0,54.0,63.0,57.0,58.0,47.0,56.0,54.0,68.0,53.0,62.0,50.0,31.0,11.0,51.0,50.0,67.0,12.0,16.0,18.0,6.0,12.0,7.0,7.0,12.0
45454,65.0,65.0,55.0,23.0,53.0,59.0,25.0,23.0,27.0,28.0,54.0,39.0,47.0,68.0,46.0,59.0,51.0,28.0,67.0,73.0,81.0,19.0,74.0,62.0,30.0,50.0,38.0,65.0,70.0,67.0,16.0,9.0,15.0,9.0,9.0
45467,72.0,72.0,71.0,62.0,53.0,81.0,61.0,65.0,72.0,68.0,76.0,70.0,53.0,55.0,92.0,63.0,74.0,81.0,67.0,66.0,57.0,85.0,60.0,64.0,68.0,78.0,73.0,65.0,68.0,58.0,8.0,13.0,13.0,14.0,15.0
45491,58.0,63.0,18.0,15.0,14.0,27.0,17.0,18.0,13.0,20.0,27.0,16.0,40.0,49.0,38.0,56.0,50.0,24.0,53.0,33.0,62.0,20.0,25.0,24.0,15.0,22.0,18.0,20.0,21.0,16.0,58.0,53.0,58.0,55.0,65.0
45497,65.0,79.0,66.0,56.0,26.0,63.0,58.0,76.0,54.0,49.0,61.0,71.0,83.0,78.0,87.0,46.0,76.0,63.0,68.0,54.0,35.0,62.0,28.0,23.0,51.0,57.0,45.0,12.0,21.0,23.0,9.0,7.0,14.0,11.0,12.0
45504,73.0,78.0,78.0,46.0,57.0,75.0,51.0,78.0,75.0,63.0,66.0,78.0,77.0,76.0,77.0,71.0,81.0,72.0,73.0,75.0,62.0,61.0,70.0,59.0,70.0,65.0,46.0,68.0,64.0,65.0,15.0,8.0,13.0,10.0,9.0
45545,64.0,68.0,61.0,35.0,62.0,55.0,37.0,60.0,39.0,38.0,60.0,57.0,65.0,67.0,63.0,64.0,67.0,69.0,72.0,44.0,68.0,56.0,76.0,76.0,53.0,57.0,42.0,62.0,74.0,69.0,13.0,11.0,13.0,11.0,16.0
45561,66.0,74.0,59.0,61.0,56.0,57.0,59.0,72.0,44.0,38.0,43.0,66.0,92.0,92.0,79.0,61.0,70.0,77.0,76.0,55.0,74.0,64.0,80.0,54.0,53.0,46.0,55.0,48.0,55.0,56.0,9.0,10.0,15.0,9.0,7.0
45590,56.0,61.0,46.0,28.0,53.0,65.0,29.0,46.0,40.0,42.0,54.0,60.0,59.0,49.0,60.0,53.0,49.0,49.0,60.0,56.0,75.0,29.0,56.0,55.0,39.0,49.0,43.0,43.0,54.0,49.0,12.0,6.0,9.0,14.0,13.0
45595,60.0,74.0,40.0,43.0,28.0,61.0,48.0,65.0,38.0,47.0,55.0,66.0,74.0,67.0,73.0,63.0,63.0,62.0,48.0,65.0,67.0,51.0,38.0,34.0,51.0,59.0,33.0,53.0,38.0,29.0,10.0,10.0,11.0,14.0,9.0
45599,81.0,86.0,76.0,80.0,62.0,75.0,76.0,85.0,71.0,63.0,75.0,85.0,86.0,87.0,87.0,75.0,73.0,81.0,65.0,80.0,64.0,80.0,80.0,26.0,79.0,77.0,84.0,22.0,30.0,30.0,5.0,6.0,5.0,5.0,6.0
45640,79.0,79.0,76.0,56.0,66.0,74.0,60.0,74.0,73.0,51.0,77.0,77.0,80.0,82.0,68.0,79.0,65.0,65.0,74.0,86.0,71.0,65.0,84.0,79.0,69.0,71.0,50.0,77.0,79.0,83.0,13.0,10.0,16.0,9.0,9.0
45669,73.0,73.0,30.0,13.0,70.0,56.0,12.0,34.0,16.0,14.0,56.0,52.0,34.0,54.0,34.0,70.0,55.0,21.0,68.0,55.0,75.0,27.0,78.0,78.0,16.0,25.0,19.0,78.0,78.0,76.0,14.0,5.0,7.0,15.0,5.0
45697,72.0,72.0,78.0,44.0,62.0,73.0,34.0,65.0,78.0,83.0,71.0,71.0,69.0,73.0,63.0,72.0,58.0,75.0,66.0,72.0,78.0,56.0,81.0,72.0,65.0,59.0,58.0,65.0,73.0,76.0,15.0,16.0,7.0,14.0,10.0
45716,68.0,68.0,74.0,32.0,51.0,68.0,48.0,68.0,53.0,55.0,62.0,69.0,62.0,59.0,71.0,69.0,74.0,65.0,68.0,77.0,62.0,52.0,73.0,69.0,60.0,56.0,63.0,68.0,70.0,69.0,9.0,5.0,6.0,5.0,12.0
45729,55.0,55.0,52.0,57.0,63.0,62.0,57.0,46.0,53.0,55.0,51.0,57.0,33.0,30.0,52.0,58.0,54.0,58.0,81.0,33.0,71.0,55.0,67.0,22.0,60.0,71.0,64.0,27.0,44.0,43.0,6.0,15.0,8.0,11.0,9.0
45739,75.0,75.0,47.0,30.0,75.0,63.0,42.0,38.0,36.0,22.0,49.0,60.0,55.0,53.0,58.0,73.0,56.0,63.0,75.0,66.0,78.0,27.0,78.0,72.0,32.0,53.0,42.0,78.0,80.0,83.0,9.0,9.0,6.0,7.0,11.0
45761,68.0,81.0,54.0,69.0,62.0,71.0,67.0,73.0,54.0,42.0,58.0,76.0,78.0,75.0,73.0,54.0,70.0,68.0,69.0,65.0,64.0,59.0,31.0,22.0,64.0,63.0,71.0,24.0,15.0,22.0,9.0,15.0,14.0,9.0,10.0
45774,55.0,65.0,50.0,47.0,45.0,62.0,50.0,57.0,46.0,43.0,57.0,55.0,63.0,64.0,73.0,53.0,82.0,55.0,52.0,57.0,40.0,41.0,50.0,49.0,49.0,55.0,45.0,43.0,51.0,52.0,10.0,7.0,10.0,7.0,14.0
45781,66.0,70.0,53.0,52.0,60.0,68.0,46.0,61.0,65.0,56.0,71.0,66.0,66.0,67.0,57.0,59.0,70.0,71.0,55.0,69.0,60.0,63.0,61.0,71.0,56.0,71.0,53.0,64.0,64.0,63.0,6.0,16.0,10.0,11.0,7.0
45805,71.0,72.0,76.0,69.0,59.0,73.0,71.0,67.0,80.0,77.0,67.0,72.0,69.0,54.0,77.0,74.0,90.0,74.0,74.0,81.0,55.0,68.0,69.0,65.0,73.0,69.0,74.0,57.0,59.0,56.0,14.0,11.0,10.0,7.0,10.0
45831,72.0,77.0,40.0,58.0,72.0,76.0,45.0,67.0,51.0,46.0,72.0,76.0,65.0,66.0,67.0,68.0,66.0,60.0,82.0,69.0,68.0,63.0,79.0,74.0,46.0,68.0,47.0,65.0,76.0,66.0,6.0,11.0,9.0,10.0,7.0
45855,68.0,68.0,68.0,68.0,66.0,65.0,65.0,67.0,55.0,48.0,49.0,66.0,78.0,78.0,83.0,68.0,86.0,72.0,91.0,71.0,55.0,68.0,70.0,27.0,70.0,69.0,72.0,26.0,30.0,22.0,15.0,13.0,15.0,6.0,7.0
45879,60.0,68.0,52.0,49.0,40.0,58.0,42.0,69.0,48.0,40.0,43.0,65.0,85.0,80.0,80.0,36.0,85.0,62.0,60.0,63.0,34.0,55.0,33.0,35.0,55.0,58.0,58.0,22.0,31.0,28.0,7.0,7.0,11.0,12.0,14.0
45890,61.0,75.0,42.0,53.0,42.0,59.0,55.0,68.0,52.0,43.0,55.0,66.0,72.0,69.0,77.0,57.0,80.0,62.0,56.0,50.0,33.0,45.0,34.0,17.0,52.0,62.0,58.0,20.0,13.0,19.0,14.0,10.0,7.0,12.0,10.0
45892,67.0,67.0,55.0,25.0,68.0,62.0,21.0,53.0,44.0,31.0,49.0,64.0,59.0,54.0,55.0,66.0,58.0,58.0,55.0,67.0,75.0,39.0,72.0,69.0,27.0,51.0,41.0,71.0,72.0,69.0,13.0,11.0,15.0,10.0,9.0
45912,57.0,60.0,41.0,21.0,50.0,46.0,25.0,39.0,24.0,24.0,39.0,52.0,62.0,66.0,58.0,53.0,58.0,42.0,68.0,60.0,72.0,23.0,52.0,56.0,30.0,32.0,36.0,62.0,64.0,61.0,8.0,11.0,10.0,13.0,9.0
45917,67.0,73.0,60.0,18.0,65.0,65.0,44.0,62.0,41.0,37.0,58.0,64.0,67.0,60.0,65.0,69.0,60.0,55.0,66.0,64.0,72.0,27.0,68.0,68.0,55.0,50.0,38.0,70.0,73.0,69.0,11.0,9.0,14.0,5.0,9.0
45924,69.0,69.0,31.0,70.0,77.0,62.0,56.0,58.0,55.0,52.0,42.0,67.0,53.0,69.0,36.0,67.0,32.0,75.0,34.0,73.0,90.0,57.0,66.0,29.0,71.0,46.0,82.0,25.0,43.0,23.0,15.0,15.0,13.0,11.0,13.0
45939,75.0,82.0,51.0,23.0,76.0,75.0,26.0,46.0,48.0,32.0,69.0,59.0,52.0,67.0,54.0,72.0,50.0,49.0,66.0,69.0,83.0,28.0,69.0,69.0,26.0,63.0,41.0,77.0,79.0,76.0,14.0,15.0,7.0,9.0,15.0
45956,64.0,70.0,58.0,46.0,55.0,67.0,42.0,55.0,44.0,53.0,64.0,68.0,65.0,74.0,70.0,66.0,48.0,73.0,76.0,69.0,82.0,43.0,66.0,54.0,52.0,65.0,48.0,55.0,64.0,59.0,15.0,12.0,5.0,13.0,13.0
45962,65.0,65.0,53.0,61.0,65.0,63.0,66.0,63.0,61.0,52.0,48.0,62.0,62.0,69.0,60.0,66.0,59.0,76.0,75.0,60.0,67.0,61.0,61.0,32.0,66.0,48.0,62.0,21.0,43.0,35.0,11.0,8.0,13.0,16.0,7.0
45988,66.0,66.0,67.0,60.0,36.0,68.0,54.0,66.0,64.0,65.0,62.0,64.0,62.0,65.0,71.0,64.0,71.0,67.0,71.0,86.0,67.0,68.0,72.0,66.0,62.0,62.0,58.0,66.0,66.0,63.0,11.0,7.0,7.0,8.0,11.0
46014,61.0,63.0,32.0,59.0,63.0,49.0,52.0,67.0,50.0,33.0,36.0,56.0,78.0,83.0,72.0,50.0,64.0,67.0,80.0,57.0,83.0,54.0,83.0,16.0,53.0,34.0,63.0,15.0,12.0,19.0,10.0,10.0,13.0,15.0,11.0
46027,65.0,73.0,30.0,22.0,65.0,50.0,31.0,31.0,36.0,23.0,38.0,38.0,48.0,77.0,37.0,50.0,40.0,45.0,72.0,55.0,82.0,20.0,58.0,59.0,32.0,38.0,36.0,62.0,71.0,72.0,13.0,10.0,10.0,16.0,11.0
46046,71.0,75.0,63.0,70.0,76.0,69.0,60.0,74.0,67.0,62.0,64.0,72.0,69.0,75.0,74.0,70.0,66.0,72.0,75.0,74.0,73.0,66.0,66.0,49.0,68.0,72.0,66.0,15.0,40.0,20.0,10.0,11.0,14.0,13.0,16.0
46065,74.0,74.0,11.0,19.0,13.0,26.0,16.0,17.0,13.0,10.0,32.0,20.0,50.0,50.0,48.0,67.0,40.0,35.0,71.0,50.0,62.0,11.0,42.0,25.0,15.0,33.0,22.0,18.0,19.0,15.0,74.0,73.0,65.0,75.0,79.0
46076,66.0,67.0,59.0,50.0,46.0,70.0,64.0,67.0,70.0,66.0,69.0,71.0,68.0,66.0,74.0,68.0,77.0,69.0,74.0,83.0,63.0,66.0,81.0,64.0,64.0,62.0,81.0,60.0,65.0,68.0,8.0,11.0,12.0,8.0,14.0
46095,69.0,83.0,59.0,65.0,59.0,73.0,59.0,69.0,64.0,62.0,64.0,75.0,58.0,65.0,66.0,66.0,58.0,70.0,64.0,65.0,69.0,62.0,63.0,58.0,65.0,73.0,55.0,45.0,57.0,44.0,7.0,12.0,8.0,10.0,14.0
46101,59.0,69.0,56.0,46.0,27.0,51.0,48.0,66.0,46.0,32.0,43.0,56.0,77.0,88.0,77.0,61.0,71.0,50.0,72.0,40.0,43.0,51.0,31.0,22.0,38.0,46.0,52.0,17.0,24.0,23.0,11.0,13.0,6.0,6.0,7.0
46110,66.0,73.0,20.0,19.0,15.0,34.0,18.0,16.0,16.0,18.0,34.0,21.0,50.0,46.0,42.0,60.0,51.0,21.0,57.0,20.0,79.0,16.0,26.0,26.0,15.0,42.0,23.0,15.0,10.0,19.0,70.0,60.0,65.0,64.0,73.0
46126,61.0,62.0,63.0,39.0,44.0,62.0,30.0,64.0,41.0,27.0,56.0,63.0,74.0,70.0,61.0,65.0,60.0,56.0,62.0,63.0,62.0,53.0,59.0,61.0,52.0,53.0,31.0,62.0,60.0,65.0,5.0,8.0,7.0,13.0,12.0
46133,63.0,70.0,66.0,41.0,58.0,64.0,49.0,68.0,70.0,64.0,63.0,67.0,76.0,70.0,78.0,64.0,77.0,57.0,65.0,68.0,54.0,51.0,66.0,58.0,61.0,63.0,62.0,59.0,63.0,64.0,9.0,8.0,6.0,13.0,5.0
46138,65.0,65.0,58.0,26.0,62.0,44.0,31.0,46.0,48.0,35.0,41.0,48.0,72.0,67.0,72.0,63.0,62.0,71.0,60.0,83.0,79.0,63.0,74.0,78.0,50.0,52.0,34.0,68.0,66.0,65.0,14.0,14.0,10.0,12.0,13.0
46155,66.0,66.0,51.0,65.0,71.0,60.0,63.0,61.0,56.0,55.0,48.0,64.0,61.0,64.0,48.0,65.0,43.0,73.0,63.0,60.0,86.0,61.0,67.0,38.0,68.0,66.0,63.0,37.0,42.0,34.0,7.0,10.0,8.0,8.0,11.0
46167,64.0,74.0,40.0,67.0,63.0,55.0,60.0,59.0,62.0,50.0,44.0,60.0,66.0,71.0,69.0,60.0,50.0,67.0,68.0,60.0,80.0,62.0,59.0,14.0,60.0,54.0,74.0,14.0,20.0,21.0,14.0,12.0,8.0,6.0,14.0
46174,66.0,70.0,32.0,24.0,73.0,58.0,22.0,36.0,27.0,31.0,62.0,48.0,52.0,62.0,62.0,64.0,60.0,46.0,70.0,67.0,66.0,32.0,66.0,67.0,34.0,48.0,35.0,65.0,67.0,66.0,9.0,16.0,12.0,7.0,13.0
46182,73.0,74.0,74.0,30.0,64.0,73.0,23.0,57.0,49.0,33.0,60.0,72.0,63.0,69.0,68.0,72.0,70.0,56.0,75.0,68.0,63.0,21.0,67.0,74.0,42.0,53.0,46.0,76.0,78.0,75.0,14.0,6.0,6.0,9.0,9.0
46196,68.0,68.0,41.0,42.0,71.0,61.0,36.0,59.0,54.0,45.0,60.0,58.0,59.0,62.0,48.0,63.0,31.0,61.0,44.0,61.0,80.0,62.0,72.0,72.0,31.0,41.0,57.0,69.0,70.0,63.0,12.0,16.0,11.0,10.0,13.0
46213,75.0,75.0,67.0,77.0,51.0,75.0,77.0,80.0,73.0,70.0,72.0,79.0,90.0,86.0,77.0,72.0,83.0,86.0,86.0,77.0,71.0,76.0,71.0,43.0,74.0,75.0,71.0,29.0,40.0,23.0,15.0,11.0,15.0,14.0,9.0
46253,71.0,71.0,13.0,11.0,11.0,34.0,11.0,14.0,17.0,12.0,33.0,23.0,54.0,46.0,29.0,65.0,36.0,22.0,73.0,30.0,77.0,12.0,32.0,27.0,15.0,31.0,12.0,12.0,11.0,11.0,75.0,66.0,73.0,70.0,76.0
46275,70.0,70.0,75.0,64.0,69.0,71.0,61.0,75.0,76.0,77.0,76.0,73.0,61.0,66.0,65.0,67.0,70.0,76.0,65.0,51.0,70.0,75.0,75.0,76.0,55.0,58.0,67.0,69.0,71.0,72.0,14.0,15.0,5.0,15.0,7.0
46289,70.0,74.0,61.0,68.0,60.0,63.0,59.0,74.0,60.0,59.0,54.0,70.0,78.0,77.0,76.0,76.0,77.0,75.0,64.0,73.0,73.0,65.0,70.0,29.0,75.0,63.0,78.0,34.0,26.0,18.0,13.0,12.0,12.0,7.0,11.0
46293,70.0,70.0,42.0,41.0,73.0,58.0,41.0,56.0,42.0,29.0,66.0,58.0,66.0,68.0,64.0,53.0,55.0,49.0,76.0,65.0,85.0,24.0,74.0,67.0,37.0,32.0,45.0,68.0,74.0,63.0,12.0,7.0,12.0,13.0,10.0
46312,62.0,62.0,57.0,58.0,38.0,57.0,54.0,62.0,55.0,43.0,47.0,61.0,81.0,73.0,90.0,61.0,81.0,62.0,72.0,77.0,61.0,57.0,72.0,32.0,62.0,59.0,67.0,18.0,24.0,15.0,8.0,11.0,16.0,12.0,6.0
46332,76.0,76.0,47.0,23.0,82.0,72.0,26.0,38.0,36.0,27.0,70.0,49.0,34.0,53.0,32.0,68.0,33.0,66.0,54.0,66.0,92.0,36.0,82.0,76.0,32.0,41.0,44.0,77.0,82.0,70.0,9.0,13.0,7.0,13.0,12.0
46350,64.0,74.0,44.0,67.0,63.0,49.0,53.0,65.0,43.0,37.0,42.0,69.0,75.0,79.0,73.0,63.0,79.0,67.0,66.0,63.0,38.0,54.0,33.0,20.0,66.0,54.0,68.0,18.0,19.0,21.0,9.0,14.0,14.0,7.0,11.0
46353,83.0,86.0,77.0,72.0,58.0,80.0,73.0,86.0,81.0,78.0,72.0,86.0,96.0,87.0,90.0,79.0,88.0,85.0,61.0,77.0,60.0,78.0,55.0,43.0,78.0,80.0,77.0,41.0,62.0,47.0,13.0,15.0,9.0,12.0,5.0
46372,73.0,80.0,72.0,49.0,59.0,65.0,50.0,75.0,68.0,69.0,64.0,77.0,77.0,79.0,85.0,66.0,79.0,79.0,73.0,74.0,48.0,70.0,66.0,69.0,65.0,59.0,53.0,71.0,72.0,81.0,13.0,11.0,13.0,13.0,10.0
46384,73.0,73.0,39.0,38.0,77.0,65.0,38.0,56.0,39.0,22.0,61.0,57.0,59.0,64.0,51.0,66.0,55.0,73.0,71.0,70.0,90.0,49.0,81.0,74.0,43.0,48.0,46.0,67.0,77.0,66.0,10.0,11.0,8.0,8.0,13.0
46411,73.0,73.0,13.0,10.0,14.0,34.0,14.0,14.0,16.0,12.0,32.0,20.0,33.0,41.0,47.0,66.0,50.0,22.0,74.0,44.0,72.0,17.0,38.0,20.0,14.0,54.0,14.0,15.0,10.0,12.0,75.0,72.0,73.0,76.0,75.0
46434,68.0,68.0,55.0,69.0,69.0,57.0,70.0,64.0,42.0,51.0,54.0,67.0,62.0,67.0,61.0,69.0,56.0,74.0,53.0,70.0,79.0,65.0,54.0,24.0,67.0,55.0,69.0,32.0,36.0,33.0,6.0,12.0,6.0,7.0,12.0
46447,72.0,76.0,74.0,59.0,52.0,66.0,56.0,71.0,68.0,56.0,59.0,70.0,84.0,86.0,81.0,74.0,82.0,80.0,66.0,77.0,53.0,74.0,69.0,67.0,62.0,57.0,60.0,66.0,71.0,73.0,9.0,12.0,16.0,15.0,13.0
46477,58.0,67.0,11.0,10.0,12.0,31.0,9.0,9.0,10.0,11.0,31.0,22.0,43.0,42.0,46.0,66.0,33.0,29.0,59.0,39.0,57.0,11.0,53.0,24.0,11.0,44.0,23.0,12.0,10.0,11.0,58.0,54.0,52.0,53.0,64.0
46481,63.0,71.0,52.0,65.0,59.0,59.0,59.0,59.0,41.0,27.0,27.0,56.0,69.0,70.0,65.0,64.0,56.0,62.0,62.0,68.0,72.0,57.0,61.0,39.0,64.0,64.0,66.0,30.0,34.0,26.0,12.0,12.0,11.0,13.0,6.0
46484,51.0,72.0,55.0,49.0,38.0,38.0,43.0,51.0,28.0,34.0,42.0,51.0,58.0,59.0,61.0,53.0,50.0,51.0,57.0,62.0,51.0,51.0,49.0,22.0,58.0,39.0,27.0,35.0,29.0,35.0,5.0,9.0,11.0,7.0,12.0
46488,68.0,68.0,45.0,67.0,78.0,65.0,62.0,60.0,50.0,39.0,30.0,66.0,66.0,69.0,64.0,76.0,53.0,69.0,71.0,70.0,79.0,65.0,63.0,22.0,63.0,59.0,76.0,23.0,12.0,10.0,7.0,15.0,9.0,12.0,15.0
